Pick,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,QBs in Final 9,RBs in Final 9,WRs in Final 9,TEs in Final 9,Average Points
9th,TE,RB,RB,QB,QB,RB,RB,RB,TE,0,0,9,0,1538
9th,WR,WR,WR,RB,TE,RB,QB,RB,QB,0,3,5,1,1538
9th,RB,WR,WR,WR,WR,TE,TE,WR,TE,2,5,0,2,1538
9th,TE,RB,WR,QB,RB,TE,WR,WR,RB,2,3,4,0,1538
12th,RB,RB,RB,RB,RB,TE,TE,TE,WR,3,0,6,0,1538
1st,RB,RB,RB,RB,RB,WR,WR,TE,TE,2,0,7,0,1538
12th,TE,RB,WR,TE,QB,RB,WR,WR,WR,1,3,5,0,1537.98044
12th,WR,WR,RB,WR,WR,RB,TE,WR,QB,1,5,2,1,1537.9799
4th,WR,RB,TE,WR,TE,RB,WR,WR,WR,2,4,3,0,1537.95808
6th,TE,WR,RB,TE,RB,WR,WR,QB,RB,1,3,5,0,1537.94002
4th,WR,RB,TE,WR,RB,RB,WR,QB,TE,1,2,6,0,1537.92186
4th,WR,QB,WR,TE,RB,RB,WR,RB,WR,1,4,3,1,1537.89634
6th,RB,WR,TE,RB,RB,RB,TE,RB,WR,2,2,5,0,1537.83112
9th,RB,RB,WR,RB,TE,WR,TE,WR,TE,2,1,6,0,1537.80602
12th,RB,WR,QB,QB,WR,RB,WR,WR,TE,0,3,4,2,1537.77974
4th,WR,QB,RB,WR,WR,RB,WR,WR,WR,1,5,1,2,1537.764
1st,RB,WR,TE,RB,RB,WR,WR,WR,TE,3,3,3,0,1537.74416
12th,TE,WR,WR,QB,WR,RB,RB,RB,WR,1,3,4,1,1537.71178
4th,WR,RB,TE,RB,RB,TE,RB,RB,WR,2,2,5,0,1537.66678
4th,WR,RB,WR,TE,RB,RB,WR,QB,RB,1,2,5,1,1537.6394
9th,WR,WR,WR,WR,WR,WR,WR,RB,QB,1,4,0,4,1537.61784
6th,RB,RB,TE,RB,WR,RB,WR,WR,WR,2,1,5,1,1537.61668
12th,WR,WR,RB,WR,RB,TE,RB,WR,RB,2,1,5,1,1537.61344
1st,TE,WR,WR,RB,RB,WR,WR,QB,WR,1,3,4,1,1537.6099
9th,WR,RB,WR,RB,RB,QB,TE,RB,TE,1,2,5,1,1537.59716
6th,RB,RB,RB,WR,TE,RB,WR,WR,QB,1,2,5,1,1537.56216
6th,RB,RB,TE,WR,RB,WR,RB,TE,TE,2,2,5,0,1537.5571
12th,WR,WR,TE,WR,RB,WR,WR,WR,QB,1,4,3,1,1537.54682
4th,RB,QB,TE,RB,WR,WR,RB,WR,RB,1,2,4,2,1537.53948
6th,TE,RB,WR,TE,WR,WR,RB,WR,QB,1,2,6,0,1537.5101
1st,WR,RB,TE,WR,RB,RB,WR,WR,RB,2,3,3,1,1537.48348
9th,WR,WR,RB,RB,TE,WR,WR,QB,WR,1,2,5,1,1537.46692
12th,WR,RB,RB,TE,TE,RB,WR,TE,WR,2,3,4,0,1537.44562
9th,WR,RB,WR,WR,RB,WR,QB,RB,TE,1,3,4,1,1537.4394
1st,WR,QB,TE,WR,RB,RB,WR,WR,RB,1,2,4,2,1537.33896
12th,RB,WR,WR,RB,RB,WR,TE,RB,WR,2,2,4,1,1537.29154
1st,RB,RB,RB,RB,QB,TE,WR,WR,WR,2,0,5,2,1537.2777
9th,WR,QB,WR,RB,RB,WR,WR,WR,WR,1,5,1,2,1537.2725
9th,WR,RB,TE,RB,RB,RB,WR,QB,RB,1,2,5,1,1537.2681
1st,TE,RB,RB,WR,RB,QB,WR,WR,TE,1,1,7,0,1537.2586
4th,RB,RB,RB,TE,RB,WR,WR,QB,WR,1,2,5,1,1537.2453
1st,WR,QB,TE,WR,RB,RB,WR,WR,WR,1,5,2,1,1537.23908
4th,RB,QB,TE,RB,RB,WR,WR,RB,WR,1,3,4,1,1537.22698
9th,TE,RB,WR,RB,RB,WR,RB,QB,WR,1,1,6,1,1537.20538
12th,WR,WR,RB,WR,RB,WR,WR,RB,WR,2,2,3,2,1537.20092
4th,TE,WR,WR,QB,RB,WR,WR,RB,WR,1,3,4,1,1537.1768
9th,WR,RB,RB,RB,WR,TE,RB,RB,TE,2,0,7,0,1537.13786
6th,WR,RB,TE,WR,WR,RB,WR,RB,TE,2,4,3,0,1537.07922
12th,WR,WR,RB,WR,WR,WR,TE,WR,RB,2,4,2,1,1537.06986
9th,WR,RB,RB,WR,QB,TE,WR,WR,QB,0,1,6,2,1537.06802
12th,WR,WR,RB,TE,RB,RB,RB,WR,WR,3,2,3,1,1537.03086
12th,RB,RB,RB,RB,RB,WR,WR,WR,TE,2,0,6,1,1537.0262
4th,TE,WR,WR,RB,WR,QB,WR,RB,RB,2,4,2,1,1537
4th,WR,WR,WR,QB,RB,QB,RB,WR,TE,2,2,3,2,1537
9th,WR,WR,WR,RB,QB,QB,TE,TE,WR,0,3,4,2,1537
9th,WR,WR,RB,RB,WR,WR,QB,TE,RB,1,2,4,2,1537
1st,WR,RB,WR,RB,RB,RB,RB,RB,WR,2,0,4,3,1537
9th,RB,WR,QB,WR,TE,WR,WR,QB,TE,2,3,3,1,1537
9th,RB,WR,TE,RB,QB,QB,WR,QB,TE,1,5,3,0,1537
4th,TE,WR,WR,RB,RB,QB,RB,WR,QB,0,5,4,0,1537
4th,RB,WR,WR,WR,TE,RB,WR,QB,WR,1,4,3,1,1537
4th,RB,RB,RB,WR,WR,WR,WR,TE,QB,1,2,4,2,1537
6th,RB,RB,RB,RB,RB,WR,WR,TE,TE,2,0,7,0,1537
12th,RB,RB,TE,QB,WR,TE,RB,WR,WR,2,3,4,0,1537
4th,RB,WR,WR,TE,WR,RB,WR,QB,WR,1,4,3,1,1537
12th,WR,WR,WR,RB,RB,TE,WR,WR,QB,1,3,3,2,1537
4th,TE,RB,WR,RB,WR,WR,RB,RB,QB,1,2,5,1,1536.97484
6th,WR,WR,WR,WR,WR,WR,WR,RB,RB,2,3,0,4,1536.96856
9th,WR,RB,RB,WR,WR,RB,WR,RB,TE,2,2,4,1,1536.95054
9th,TE,WR,WR,RB,QB,WR,WR,RB,RB,1,3,4,1,1536.89532
9th,WR,RB,RB,RB,TE,WR,WR,WR,WR,2,3,3,1,1536.87464
9th,RB,QB,WR,TE,RB,WR,QB,WR,RB,0,4,4,1,1536.86958
9th,WR,QB,WR,WR,WR,RB,RB,TE,TE,1,3,5,0,1536.85874
1st,TE,RB,RB,TE,RB,WR,WR,QB,WR,1,1,7,0,1536.8498
12th,RB,QB,RB,WR,RB,RB,QB,WR,WR,0,3,4,2,1536.83888
12th,RB,RB,RB,RB,RB,WR,RB,WR,QB,2,0,4,3,1536.82646
4th,RB,WR,TE,WR,WR,RB,TE,TE,RB,2,3,4,0,1536.78254
1st,WR,WR,RB,RB,WR,WR,TE,WR,RB,2,3,3,1,1536.7766
1st,WR,RB,TE,RB,WR,RB,WR,RB,WR,2,3,3,1,1536.75676
1st,RB,RB,RB,RB,TE,WR,WR,WR,WR,2,1,5,1,1536.74544
9th,RB,QB,WR,RB,WR,TE,RB,WR,WR,1,2,5,1,1536.7434
1st,WR,QB,TE,RB,WR,RB,RB,WR,WR,1,3,4,1,1536.73574
9th,TE,RB,WR,TE,QB,RB,WR,WR,WR,1,3,5,0,1536.71786
9th,RB,QB,RB,RB,RB,WR,WR,WR,RB,1,2,4,2,1536.71224
4th,WR,QB,TE,RB,RB,WR,WR,RB,WR,1,4,3,1,1536.70816
4th,WR,RB,RB,RB,TE,QB,WR,WR,WR,1,4,3,1,1536.70772
12th,WR,WR,RB,RB,WR,RB,WR,WR,TE,2,2,4,1,1536.69516
4th,RB,WR,RB,WR,RB,TE,TE,RB,WR,2,2,5,0,1536.68916
4th,RB,RB,RB,TE,WR,RB,WR,QB,WR,1,1,6,1,1536.67772
12th,TE,WR,WR,RB,RB,QB,RB,WR,WR,1,3,4,1,1536.6753
9th,WR,WR,RB,TE,RB,RB,WR,TE,WR,2,3,3,1,1536.67346
6th,WR,RB,TE,RB,RB,RB,WR,QB,TE,1,3,5,0,1536.66862
9th,WR,QB,RB,RB,TE,QB,WR,WR,WR,0,6,2,1,1536.66388
6th,TE,WR,RB,RB,RB,WR,WR,QB,RB,1,3,4,1,1536.6562
6th,WR,RB,QB,WR,RB,TE,WR,WR,RB,1,3,4,1,1536.65452
9th,WR,RB,TE,RB,RB,RB,WR,RB,WR,2,0,6,1,1536.6112
6th,WR,TE,QB,WR,RB,RB,WR,QB,RB,0,5,3,1,1536.58512
4th,RB,QB,RB,WR,RB,WR,TE,WR,RB,1,3,4,1,1536.58058
6th,TE,RB,QB,RB,RB,WR,WR,WR,QB,0,2,6,1,1536.57872
6th,TE,RB,RB,TE,WR,WR,RB,WR,QB,1,1,7,0,1536.57098
12th,RB,QB,RB,WR,RB,WR,TE,WR,RB,1,3,4,1,1536.56006
9th,WR,RB,WR,WR,TE,RB,WR,TE,WR,2,3,4,0,1536.54666
1st,RB,RB,RB,WR,RB,WR,TE,TE,WR,2,1,6,0,1536.54328
1st,WR,QB,QB,RB,WR,RB,TE,WR,WR,0,5,3,1,1536.52402
12th,WR,WR,WR,WR,WR,WR,WR,TE,QB,2,4,0,3,1536.5065
9th,WR,RB,TE,RB,WR,WR,RB,RB,TE,2,0,7,0,1536.4896
9th,RB,RB,RB,QB,RB,WR,RB,RB,RB,1,0,6,2,1536.45154
12th,TE,WR,QB,RB,RB,WR,RB,WR,WR,1,3,4,1,1536.4477
6th,RB,WR,TE,WR,RB,RB,WR,WR,WR,2,1,5,1,1536.4451
12th,TE,WR,TE,WR,WR,WR,WR,RB,QB,1,6,2,0,1536.36316
9th,RB,WR,RB,TE,TE,RB,TE,WR,WR,2,2,5,0,1536.34368
4th,RB,RB,RB,WR,TE,RB,WR,WR,QB,2,2,4,1,1536.33482
9th,RB,QB,RB,TE,RB,WR,RB,QB,WR,0,3,5,1,1536.30348
12th,RB,RB,RB,TE,WR,WR,TE,WR,WR,2,1,6,0,1536.26304
4th,WR,RB,TE,WR,RB,RB,WR,WR,RB,2,3,3,1,1536.1809
1st,RB,RB,RB,TE,TE,WR,WR,WR,WR,2,1,6,0,1536.15934
4th,WR,QB,RB,RB,WR,WR,WR,TE,RB,1,2,5,1,1536.11008
9th,RB,QB,RB,WR,RB,WR,WR,RB,WR,1,2,4,2,1536.10526
6th,WR,TE,WR,RB,TE,TE,WR,WR,WR,2,5,2,0,1536.04854
9th,TE,WR,TE,WR,QB,RB,WR,RB,WR,1,4,4,0,1536.02024
1st,WR,WR,QB,RB,RB,WR,TE,WR,RB,1,4,2,2,1536
9th,WR,QB,RB,RB,TE,RB,WR,QB,WR,0,3,5,1,1536
9th,RB,RB,RB,RB,RB,WR,WR,TE,TE,3,0,6,0,1536
9th,TE,RB,WR,WR,RB,QB,WR,RB,WR,1,2,5,1,1536
12th,RB,WR,RB,WR,TE,WR,RB,RB,WR,2,3,2,2,1536
4th,RB,WR,RB,RB,WR,WR,WR,TE,QB,1,1,5,2,1536
6th,RB,WR,WR,RB,RB,QB,WR,TE,RB,0,5,4,0,1536
4th,RB,WR,WR,WR,TE,WR,WR,QB,WR,1,5,2,1,1536
4th,WR,WR,QB,RB,RB,WR,TE,WR,RB,1,4,2,2,1536
9th,RB,WR,WR,RB,RB,TE,TE,TE,WR,2,2,5,0,1535.95956
9th,TE,RB,RB,RB,QB,RB,WR,WR,WR,1,0,7,1,1535.933
4th,RB,WR,TE,WR,RB,RB,WR,WR,WR,2,1,5,1,1535.9162
1st,WR,RB,RB,WR,RB,TE,RB,RB,WR,2,1,5,1,1535.90246
6th,WR,RB,TE,RB,RB,QB,RB,RB,TE,1,3,5,0,1535.84624
6th,WR,RB,TE,RB,WR,RB,WR,RB,TE,2,2,5,0,1535.84014
9th,RB,WR,WR,TE,TE,WR,WR,RB,RB,2,3,4,0,1535.78152
4th,RB,RB,TE,WR,RB,RB,WR,WR,RB,2,1,5,1,1535.75358
4th,WR,QB,WR,RB,TE,RB,WR,WR,WR,1,4,3,1,1535.74828
12th,WR,QB,WR,WR,RB,RB,WR,WR,RB,1,2,3,3,1535.73244
9th,WR,WR,WR,WR,WR,WR,WR,TE,QB,1,5,0,3,1535.72078
9th,WR,WR,RB,RB,WR,TE,RB,WR,WR,2,3,3,1,1535.71078
1st,RB,WR,TE,RB,RB,RB,TE,RB,WR,2,2,5,0,1535.69898
9th,WR,RB,RB,RB,TE,RB,WR,WR,WR,2,3,3,1,1535.6934
12th,TE,WR,RB,RB,QB,RB,WR,WR,WR,1,3,4,1,1535.65878
9th,WR,QB,RB,RB,WR,WR,WR,TE,RB,1,2,5,1,1535.59232
4th,RB,RB,TE,RB,WR,RB,RB,WR,WR,2,1,5,1,1535.58824
12th,RB,WR,TE,TE,RB,WR,RB,WR,QB,1,3,5,0,1535.56814
1st,WR,QB,QB,RB,WR,TE,TE,WR,RB,0,6,3,0,1535.52806
4th,WR,WR,RB,WR,TE,WR,RB,WR,RB,2,2,4,1,1535.51778
1st,WR,RB,TE,RB,WR,TE,RB,RB,RB,2,1,6,0,1535.51174
9th,TE,WR,RB,RB,RB,WR,WR,QB,QB,0,3,5,1,1535.49628
12th,WR,QB,TE,WR,RB,TE,WR,WR,QB,0,7,2,0,1535.4637
9th,WR,WR,WR,TE,RB,WR,RB,WR,WR,2,3,3,1,1535.4443
9th,TE,RB,WR,RB,QB,RB,WR,WR,WR,1,2,5,1,1535.4267
4th,TE,WR,RB,TE,QB,RB,RB,WR,WR,1,3,5,0,1535.42136
4th,WR,QB,RB,WR,WR,RB,TE,QB,WR,0,6,2,1,1535.42072
12th,WR,RB,WR,TE,TE,RB,WR,TE,WR,2,2,5,0,1535.41906
1st,WR,WR,TE,RB,RB,WR,WR,RB,WR,2,3,3,1,1535.41804
6th,WR,TE,WR,RB,TE,RB,WR,WR,RB,2,5,2,0,1535.3893
9th,WR,QB,TE,WR,RB,WR,QB,WR,RB,0,4,4,1,1535.35836
4th,WR,RB,RB,TE,RB,WR,WR,QB,WR,1,4,3,1,1535.34624
4th,WR,RB,TE,WR,WR,RB,WR,RB,TE,2,3,4,0,1535.34508
4th,TE,WR,WR,QB,TE,WR,WR,RB,RB,1,3,5,0,1535.26388
6th,TE,RB,QB,RB,QB,RB,RB,WR,WR,0,1,7,1,1535.16536
4th,RB,WR,RB,TE,RB,RB,RB,WR,WR,3,1,4,1,1535.16008
6th,RB,WR,RB,WR,RB,TE,TE,RB,WR,2,2,5,0,1535.14662
1st,TE,RB,QB,RB,RB,WR,WR,WR,QB,0,2,6,1,1535.10924
9th,WR,QB,WR,RB,TE,QB,WR,RB,WR,0,4,3,2,1535.10628
4th,RB,WR,RB,RB,TE,RB,WR,TE,RB,3,0,5,1,1535.10124
1st,WR,RB,WR,RB,TE,WR,WR,WR,WR,3,2,3,1,1535.0451
9th,TE,RB,WR,RB,TE,WR,WR,QB,WR,1,3,5,0,1535.031
4th,WR,RB,TE,TE,WR,RB,WR,RB,WR,2,3,4,0,1535.01874
12th,TE,RB,RB,TE,WR,WR,RB,WR,QB,1,1,7,0,1535.00456
9th,RB,RB,WR,TE,QB,RB,WR,RB,WR,1,4,3,1,1535
9th,WR,WR,RB,WR,RB,RB,WR,TE,TE,2,3,4,0,1535
1st,QB,WR,RB,WR,QB,RB,WR,TE,WR,1,4,3,1,1535
9th,WR,QB,TE,WR,WR,WR,RB,RB,QB,1,5,2,1,1535
9th,WR,WR,WR,RB,QB,RB,WR,WR,TE,0,3,4,2,1535
12th,RB,WR,WR,QB,RB,WR,TE,RB,WR,0,3,5,1,1535
4th,RB,WR,WR,TE,WR,WR,RB,TE,TE,2,1,5,1,1535
12th,RB,RB,RB,RB,RB,TE,TE,TE,WR,2,0,7,0,1535
4th,WR,WR,TE,TE,WR,WR,WR,WR,WR,3,6,0,0,1535
9th,WR,WR,RB,QB,RB,RB,TE,TE,TE,1,2,4,2,1535
12th,RB,WR,TE,RB,RB,WR,WR,WR,TE,3,3,3,0,1534.99008
4th,TE,WR,RB,RB,QB,RB,WR,WR,WR,1,3,4,1,1534.9634
12th,RB,RB,TE,RB,WR,RB,RB,WR,WR,2,1,5,1,1534.95424
9th,TE,RB,RB,TE,WR,QB,WR,RB,WR,1,1,7,0,1534.9538
9th,WR,RB,RB,WR,TE,RB,WR,TE,WR,2,2,5,0,1534.93288
12th,RB,WR,WR,RB,RB,RB,WR,RB,RB,2,0,5,2,1534.89024
4th,WR,RB,WR,RB,TE,RB,WR,WR,RB,2,3,3,1,1534.87506
9th,WR,QB,RB,WR,RB,RB,QB,WR,WR,0,4,3,2,1534.8713
12th,RB,WR,QB,TE,RB,RB,TE,WR,WR,1,3,5,0,1534.85424
1st,WR,QB,QB,RB,WR,RB,TE,WR,RB,0,5,3,1,1534.75946
9th,RB,QB,RB,WR,RB,RB,QB,WR,WR,0,3,4,2,1534.73386
6th,WR,RB,TE,WR,RB,RB,WR,QB,RB,1,2,5,1,1534.7223
1st,TE,RB,RB,RB,RB,WR,WR,QB,WR,1,1,6,1,1534.71424
4th,RB,WR,QB,RB,TE,TE,TE,WR,WR,1,2,6,0,1534.7077
4th,TE,WR,QB,RB,RB,WR,RB,WR,WR,1,3,4,1,1534.66114
4th,WR,RB,WR,WR,WR,RB,WR,RB,TE,2,2,4,1,1534.64522
9th,WR,RB,RB,WR,TE,WR,QB,TE,RB,1,3,5,0,1534.60102
9th,WR,QB,RB,TE,RB,WR,RB,QB,WR,0,4,4,1,1534.5856
9th,WR,RB,WR,RB,TE,RB,WR,WR,RB,2,3,3,1,1534.56302
12th,RB,WR,QB,WR,RB,TE,TE,WR,RB,1,2,6,0,1534.55534
1st,RB,RB,RB,TE,RB,RB,WR,WR,WR,2,0,6,1,1534.52224
9th,WR,RB,QB,RB,RB,TE,RB,RB,WR,1,1,6,1,1534.51182
9th,WR,QB,RB,TE,WR,WR,WR,RB,WR,1,4,3,1,1534.4296
6th,RB,QB,QB,WR,WR,RB,WR,RB,RB,0,3,4,2,1534.39404
6th,TE,WR,TE,WR,WR,WR,WR,RB,QB,1,6,2,0,1534.38118
9th,RB,QB,WR,WR,RB,RB,WR,WR,RB,1,1,4,3,1534.3467
9th,WR,QB,RB,WR,WR,TE,RB,WR,TE,1,4,3,1,1534.34606
9th,TE,RB,WR,QB,TE,WR,WR,RB,RB,1,2,6,0,1534.34604
12th,RB,RB,TE,WR,RB,WR,TE,TE,QB,1,2,6,0,1534.34036
1st,TE,RB,RB,QB,TE,WR,WR,WR,RB,1,1,7,0,1534.33218
12th,RB,WR,QB,RB,RB,RB,TE,WR,WR,1,1,6,1,1534.31834
12th,WR,WR,RB,WR,TE,RB,RB,WR,WR,2,2,4,1,1534.3176
9th,WR,WR,RB,WR,WR,TE,RB,RB,WR,2,4,2,1,1534.3026
4th,RB,RB,RB,RB,RB,WR,RB,WR,QB,2,0,4,3,1534.26936
9th,WR,WR,WR,WR,WR,WR,WR,RB,RB,2,3,0,4,1534.25588
9th,WR,RB,RB,TE,RB,RB,WR,WR,WR,2,2,4,1,1534.2509
1st,WR,RB,TE,RB,WR,RB,WR,RB,TE,2,2,5,0,1534.24748
9th,WR,RB,TE,WR,RB,TE,RB,RB,WR,2,2,5,0,1534.172
9th,RB,QB,TE,RB,RB,WR,WR,WR,WR,1,3,4,1,1534.16454
6th,TE,WR,QB,WR,WR,RB,WR,RB,RB,1,3,4,1,1534.1267
6th,TE,WR,TE,WR,QB,RB,WR,RB,WR,1,4,4,0,1534.12604
9th,RB,WR,WR,TE,TE,RB,RB,TE,WR,2,2,5,0,1534.09286
1st,WR,QB,RB,TE,RB,RB,WR,WR,WR,1,5,2,1,1534.06534
9th,TE,WR,WR,TE,RB,WR,RB,QB,RB,1,3,5,0,1534.05488
1st,RB,WR,RB,RB,RB,TE,RB,WR,WR,2,1,5,1,1534.01526
12th,TE,RB,WR,WR,RB,WR,QB,TE,QB,2,2,5,0,1534
9th,TE,WR,WR,WR,TE,WR,QB,QB,WR,0,9,0,0,1534
9th,WR,WR,QB,QB,QB,RB,WR,TE,RB,1,3,5,0,1534
6th,WR,WR,WR,RB,RB,QB,WR,RB,TE,0,4,4,1,1534
4th,RB,WR,WR,RB,WR,RB,WR,QB,QB,0,3,3,3,1534
12th,TE,RB,QB,RB,WR,RB,WR,WR,RB,1,3,4,1,1534
6th,WR,RB,RB,WR,TE,RB,WR,TE,WR,2,2,5,0,1533.98048
1st,RB,RB,RB,RB,RB,WR,WR,WR,TE,2,0,6,1,1533.97256
12th,WR,QB,RB,WR,WR,WR,TE,WR,WR,1,6,1,1,1533.96862
12th,WR,RB,TE,WR,RB,RB,WR,WR,RB,2,3,3,1,1533.92718
4th,WR,RB,WR,WR,TE,RB,WR,TE,WR,2,3,4,0,1533.92336
1st,TE,RB,RB,WR,WR,QB,RB,WR,WR,1,1,6,1,1533.91316
12th,RB,QB,WR,TE,WR,RB,WR,WR,WR,1,4,3,1,1533.91202
9th,WR,RB,TE,WR,TE,RB,WR,WR,WR,2,3,4,0,1533.899
9th,WR,WR,RB,TE,RB,WR,WR,RB,RB,2,2,4,1,1533.88956
9th,RB,WR,RB,RB,RB,TE,RB,WR,WR,2,1,5,1,1533.88386
9th,TE,WR,WR,RB,RB,WR,WR,QB,WR,1,3,4,1,1533.84794
9th,RB,QB,RB,WR,RB,WR,TE,WR,RB,1,3,4,1,1533.78916
12th,RB,RB,RB,WR,RB,WR,QB,WR,QB,2,3,3,1,1533.7578
4th,TE,RB,WR,RB,RB,WR,RB,QB,WR,1,1,6,1,1533.69678
6th,WR,RB,RB,TE,WR,RB,WR,RB,TE,2,2,5,0,1533.65274
9th,TE,WR,RB,TE,QB,QB,WR,RB,WR,0,3,6,0,1533.6211
4th,RB,QB,TE,RB,RB,WR,WR,WR,WR,1,3,4,1,1533.617
12th,RB,WR,RB,TE,QB,TE,TE,WR,WR,1,2,6,0,1533.52654
6th,WR,WR,RB,TE,WR,RB,WR,WR,WR,2,2,4,1,1533.49662
4th,WR,QB,QB,RB,TE,WR,WR,WR,RB,0,5,3,1,1533.47238
6th,WR,QB,TE,WR,RB,RB,WR,WR,RB,1,2,4,2,1533.47042
4th,WR,WR,TE,WR,RB,WR,WR,WR,QB,1,4,3,1,1533.4686
9th,WR,WR,WR,WR,WR,WR,RB,TE,RB,2,3,3,1,1533.46802
4th,WR,QB,RB,RB,TE,WR,WR,WR,WR,1,5,2,1,1533.43124
1st,WR,RB,QB,RB,QB,TE,WR,RB,WR,0,5,3,1,1533.41432
1st,WR,RB,TE,RB,RB,RB,WR,RB,WR,2,0,6,1,1533.41344
1st,RB,RB,RB,TE,WR,WR,WR,WR,WR,2,2,4,1,1533.3766
4th,RB,RB,RB,WR,WR,RB,WR,TE,QB,1,0,7,1,1533.3735
9th,WR,RB,TE,RB,WR,TE,RB,RB,WR,2,2,5,0,1533.33074
9th,WR,QB,TE,WR,RB,RB,WR,WR,WR,1,5,2,1,1533.32606
1st,TE,RB,RB,RB,RB,WR,WR,QB,WR,1,0,7,1,1533.28806
9th,WR,RB,TE,RB,RB,RB,WR,QB,TE,1,3,5,0,1533.26508
9th,WR,QB,WR,WR,RB,RB,WR,TE,RB,1,2,5,1,1533.25256
9th,TE,WR,TE,WR,RB,WR,RB,QB,WR,1,3,5,0,1533.22322
4th,RB,WR,RB,TE,RB,WR,WR,QB,WR,1,2,5,1,1533.2035
4th,WR,WR,RB,RB,TE,WR,WR,QB,WR,1,2,5,1,1533.15242
9th,TE,WR,WR,TE,QB,RB,RB,WR,WR,1,4,4,0,1533.14688
4th,TE,RB,RB,TE,WR,QB,WR,RB,WR,1,1,7,0,1533.06838
9th,WR,QB,TE,WR,RB,RB,WR,WR,RB,1,2,4,2,1533.05556
1st,WR,RB,TE,TE,WR,RB,WR,RB,WR,2,2,5,0,1533.0476
12th,WR,QB,RB,TE,RB,WR,WR,WR,QB,0,6,2,1,1533.03574
12th,WR,QB,TE,WR,RB,RB,WR,WR,WR,1,5,2,1,1533.02308
9th,RB,RB,TE,WR,RB,WR,RB,TE,TE,2,2,5,0,1533.02142
1st,WR,RB,TE,WR,WR,TE,RB,RB,WR,2,3,4,0,1533.00844
6th,RB,RB,RB,WR,WR,WR,WR,TE,QB,1,2,4,2,1533
9th,WR,RB,WR,WR,RB,WR,WR,WR,RB,2,3,2,2,1533
9th,TE,RB,RB,RB,WR,WR,WR,WR,WR,3,2,3,1,1533
6th,WR,RB,WR,RB,RB,RB,RB,RB,WR,2,0,4,3,1533
12th,RB,WR,WR,RB,QB,TE,QB,RB,QB,1,5,3,0,1533
9th,RB,RB,RB,RB,RB,WR,WR,TE,TE,2,0,7,0,1533
9th,TE,WR,WR,RB,RB,QB,QB,QB,TE,0,4,5,0,1533
4th,TE,RB,RB,RB,WR,WR,WR,WR,WR,3,2,3,1,1533
9th,WR,WR,WR,RB,TE,RB,QB,RB,QB,0,4,4,1,1533
9th,RB,WR,RB,RB,WR,WR,WR,TE,QB,1,1,5,2,1533
4th,RB,RB,TE,WR,TE,WR,WR,WR,QB,2,3,3,1,1533
9th,WR,TE,RB,RB,WR,RB,QB,WR,WR,1,4,3,1,1532.97394
1st,RB,RB,RB,WR,WR,RB,TE,WR,WR,2,1,5,1,1532.89722
4th,RB,RB,TE,TE,WR,RB,WR,QB,RB,1,1,7,0,1532.85652
12th,WR,TE,QB,RB,WR,QB,TE,WR,TE,0,6,3,0,1532.83894
1st,WR,WR,RB,TE,RB,RB,WR,TE,WR,2,3,3,1,1532.83846
6th,TE,RB,RB,TE,QB,RB,WR,WR,WR,1,1,7,0,1532.81514
1st,WR,QB,RB,RB,TE,WR,WR,WR,WR,1,5,2,1,1532.79548
4th,RB,QB,WR,TE,RB,RB,WR,RB,WR,1,3,4,1,1532.78394
1st,WR,QB,TE,RB,RB,WR,WR,RB,WR,1,4,3,1,1532.75286
1st,WR,RB,TE,RB,WR,TE,RB,RB,TE,2,2,5,0,1532.752
1st,WR,WR,RB,TE,WR,RB,WR,WR,WR,2,2,4,1,1532.7515
6th,RB,RB,RB,RB,WR,RB,WR,WR,QB,1,0,5,3,1532.74872
4th,RB,WR,QB,RB,WR,RB,WR,TE,RB,1,2,4,2,1532.74498
12th,WR,QB,TE,WR,RB,RB,WR,WR,RB,1,4,3,1,1532.74086
9th,RB,RB,RB,RB,TE,TE,WR,WR,WR,2,1,6,0,1532.7262
4th,WR,RB,TE,TE,RB,RB,WR,QB,RB,1,2,6,0,1532.7235
4th,WR,WR,WR,WR,WR,WR,WR,RB,RB,2,3,0,4,1532.60114
1st,WR,WR,RB,RB,TE,RB,WR,WR,WR,2,4,2,1,1532.60094
4th,WR,WR,WR,WR,WR,RB,RB,QB,QB,0,6,2,1,1532.56674
1st,WR,QB,RB,RB,RB,WR,WR,WR,RB,1,3,3,2,1532.5323
4th,WR,QB,TE,WR,RB,TE,WR,WR,QB,0,7,2,0,1532.50932
4th,TE,WR,TE,WR,QB,RB,WR,RB,WR,1,4,4,0,1532.44654
12th,RB,QB,WR,TE,RB,RB,WR,RB,WR,1,3,4,1,1532.43786
9th,WR,QB,TE,WR,QB,WR,RB,TE,RB,0,6,3,0,1532.42926
4th,TE,WR,QB,WR,TE,WR,RB,RB,QB,0,5,4,0,1532.42554
9th,RB,WR,WR,TE,TE,WR,RB,RB,WR,2,3,4,0,1532.4246
1st,RB,RB,TE,WR,RB,RB,WR,WR,RB,2,1,5,1,1532.34504
6th,WR,RB,TE,RB,WR,TE,RB,RB,WR,2,2,5,0,1532.2454
1st,RB,QB,RB,RB,RB,WR,WR,WR,RB,1,1,5,2,1532.21008
1st,WR,QB,WR,RB,TE,RB,WR,WR,WR,1,4,3,1,1532.16584
4th,RB,QB,RB,WR,RB,RB,TE,WR,RB,1,2,5,1,1532.1588
